"start_typeName","start_depthzone","start_alongshorezone","end_typeName","end_depthzone","end_alongshorezone","typeName","id","parentID","origID","time","horizPos1","horizPos2","vertPos","track","alive","age","ageInStage","number","size","weight","temperature","salinity"
"egg01","SpawningArea_300to600m",6,"benthic.juvenile","NurseryArea_050to150m",8,"benthic.juvenile",8296,8296,8296,"1997-09-16 17:40:00",-154.47521,57.58651,49.88935,"-154.47521:57.58651:-49.88935;","true",258.23611,0,600,44.11986,0,8.41141,32.20438
"egg01","SpawningArea_300to600m",6,"benthic.juvenile","NurseryArea_050to150m",8,"benthic.juvenile",8296,8296,8296,"1997-09-16 18:00:00",-154.47521,57.58651,49.88935,"-154.47521:57.58651:-49.88935;-154.47521:57.58651:-49.88935;","false",258.25,0.01389,600,44.11986,0,8.41141,32.20438
"egg01","SpawningArea_300to600m",6,"benthic.juvenile","NurseryArea_050to150m",10,"benthic.juvenile",8315,8315,8315,"1997-09-17 11:40:00",-153.09739,56.45851,48.75072,"-153.09739:56.45851:-48.75072;","true",258.98611,0,600,43.693,0,8.28797,32.60489
"egg01","SpawningArea_300to600m",6,"benthic.juvenile","NurseryArea_050to150m",10,"benthic.juvenile",8315,8315,8315,"1997-09-17 12:00:00",-153.09739,56.45851,48.75072,"-153.09739:56.45851:-48.75072;-153.09739:56.45851:-48.75072;","false",259,0.01389,600,43.693,0,8.28797,32.60489
"egg01","SpawningArea_300to600m",6,"benthic.juvenile","NurseryArea_050to150m",10,"benthic.juvenile",8318,8318,8318,"1997-09-11 01:00:00",-152.22323,58.90034,37.90778,"-152.22323:58.90034:-37.90778;","true",252.54167,0,600,42.00893,0,9.38409,32.08314
"egg01","SpawningArea_300to600m",6,"benthic.juvenile","NurseryArea_050to150m",10,"benthic.juvenile",8318,8318,8318,"1997-09-11 01:20:00",-152.22323,58.90034,37.90778,"-152.22323:58.90034:-37.90778;-152.22323:58.90034:-37.90778;","false",252.55556,0.01389,600,42.00893,0,9.38409,32.08314
"egg01","SpawningArea_300to600m",6,"benthic.juvenile","NurseryArea_050to150m",12,"benthic.juvenile",8354,8354,8354,"1997-09-14 16:20:00",-154.78503,57.27175,49.71861,"-154.78503:57.27175:-49.71861;","true",256.18056,0,600,42.54916,0,10.35164,32.41983
"egg01","SpawningArea_300to600m",6,"benthic.juvenile","NurseryArea_050to150m",12,"benthic.juvenile",8354,8354,8354,"1997-09-14 16:40:00",-154.78503,57.27175,49.71861,"-154.78503:57.27175:-49.71861;-154.78503:57.27175:-49.71861;","false",256.19444,0.01389,600,42.54916,0,10.35164,32.41983
"egg01","SpawningArea_300to600m",6,"benthic.juvenile","NurseryArea_000to050m",12,"benthic.juvenile",8401,8401,8401,"1997-09-20 06:20:00",-154.71026,56.26673,49.33878,"-154.71026:56.26673:-49.33878;","true",261.76389,0,600,44.66241,0,9.69709,32.45431
"egg01","SpawningArea_300to600m",6,"benthic.juvenile","NurseryArea_000to050m",12,"benthic.juvenile",8401,8401,8401,"1997-09-20 06:40:00",-154.71026,56.26673,49.33878,"-154.71026:56.26673:-49.33878;-154.71026:56.26673:-49.33878;","false",261.77778,0.01389,600,44.66241,0,9.69709,32.45431
"egg01","SpawningArea_300to600m",6,"benthic.juvenile","NurseryArea_050to150m",10,"benthic.juvenile",8402,8402,8402,"1997-09-13 19:20:00",-151.80291,58.24409,14.69566,"-151.80291:58.24409:-14.69566;","true",255.30556,0,600,42.00893,0,11.23217,31.8124
"egg01","SpawningArea_300to600m",6,"benthic.juvenile","NurseryArea_050to150m",10,"benthic.juvenile",8402,8402,8402,"1997-09-13 19:40:00",-151.80291,58.24409,14.69566,"-151.80291:58.24409:-14.69566;-151.80291:58.24409:-14.69566;","false",255.31944,0.01389,600,42.00893,0,11.23217,31.8124
